0.01 -5.4245 0.497376  -0.980166
0.02 -4.18869 0.280222  -0.994803
0.03 -3.637 0.178384  -0.994681
0.04 -3.2606 -0.00414256  -0.992451
0.05 -2.98836 -0.218571  -0.99761
0.06 -2.82832 -0.415924  -0.996985
0.07 -2.77896 -0.51796  -0.996255
0.08 -2.80068 -0.511352  -0.996238
0.09 -2.78792 -0.537456  -0.994676
0.1 -2.72693 -0.663935  -0.996316
0.11 -2.7952 -0.5682  -0.998229
0.12 -2.76422 -0.613134  -0.996627
0.13 -2.80905 -0.547025  -0.996485
0.14 -2.83349 -0.516163  -0.996697
0.15 -2.81904 -0.513765  -0.997691
0.16 -2.85483 -0.451008  -0.996578
0.17 -2.77961 -0.557753  -0.995956
0.18 -2.71434 -0.658728  -0.996819
0.19 -2.79932 -0.553645  -0.995093
0.2 -2.79988 -0.570239  -0.995485
0.21 -2.86529 -0.483328  -0.996134
0.22 -2.82921 -0.511595  -0.996642
0.23 -2.81412 -0.514752  -0.995363
0.24 -2.8427 -0.481352  -0.996475
0.25 -2.81923 -0.508449  -0.995331
0.26 -2.75748 -0.609382  -0.994897
0.27 -2.8199 -0.529147  -0.997668
0.28 -2.78975 -0.559327  -0.996506
0.29 -2.78045 -0.564884  -0.996989
0.3 -2.80647 -0.525607  -0.995331
0.31 -2.78464 -0.57732  -0.995958
0.32 -2.79158 -0.581794  -0.995642
0.33 -2.7932 -0.559306  -0.998146
0.34 -2.80646 -0.537757  -0.997051
0.35 -2.73346 -0.635628  -0.996944
0.36 -2.76377 -0.594828  -0.990964
0.37 -2.78319 -0.576302  -0.996207
0.38 -2.70524 -0.714132  -0.995961
0.39 -2.80083 -0.551747  -0.994356
0.4 -2.82254 -0.519994  -0.997156
0.41 -2.81793 -0.512374  -0.996926
0.42 -2.73507 -0.661287  -0.995568
0.43 -2.81448 -0.547989  -0.996042
0.44 -2.80692 -0.565485  -0.996094
0.45 -2.78566 -0.580362  -0.997158
0.46 -2.77128 -0.59778  -0.993882
0.47 -2.69063 -0.717224  -0.996467
0.48 -2.81578 -0.538623  -0.996608
0.49 -2.83328 -0.50341  -0.997312
0.5 -2.82189 -0.506007  -0.991909
0.51 -2.81795 -0.522765  -0.993655
0.52 -2.76753 -0.601873  -0.996667
0.53 -2.77189 -0.590291  -0.997253
0.54 -2.78202 -0.572223  -0.99684
0.55 -2.80419 -0.546229  -0.99609
0.56 -2.82524 -0.50903  -0.995048
0.57 -2.73393 -0.644728  -0.994334
0.58 -2.84089 -0.498599  -0.99626
0.59 -2.82171 -0.539734  -0.997044
0.6 -2.78356 -0.593099  -0.996346
0.61 -2.86062 -0.49025  -0.996936
0.62 -2.83127 -0.515775  -0.994296
0.63 -2.74025 -0.647881  -0.994587
0.64 -2.78293 -0.580135  -0.99659
0.65 -2.77577 -0.599531  -0.99524
0.66 -2.81724 -0.525232  -0.997045
0.67 -2.81683 -0.536603  -0.997834
0.68 -2.78542 -0.569804  -0.996454
0.69 -2.78601 -0.570557  -0.99267
0.7 -2.77246 -0.592921  -0.997599
0.71 -2.74716 -0.625418  -0.996602
0.72 -2.79908 -0.56027  -0.994321
0.73 -2.75789 -0.611846  -0.996679
0.74 -2.75977 -0.608927  -0.993566
0.75 -2.83229 -0.512348  -0.991545
0.76 -2.84091 -0.501353  -0.996721
0.77 -2.78963 -0.552252  -0.996192
0.78 -2.81424 -0.498933  -0.996859
0.79 -2.8608 -0.434945  -0.987094
0.8 -2.78904 -0.552616  -0.995828
0.81 -2.73766 -0.643373  -0.996804
0.82 -2.82364 -0.511787  -0.998029
0.83 -2.80798 -0.530279  -0.996034
0.84 -2.7548 -0.63011  -0.99773
0.85 -2.82782 -0.521241  -0.995965
0.86 -2.81488 -0.528832  -0.99706
0.87 -2.77342 -0.580888  -0.995724
0.88 -2.83771 -0.479715  -0.996278
0.89 -2.78931 -0.560711  -0.997116
0.9 -2.79223 -0.568743  -0.996962
0.91 -2.83495 -0.516493  -0.996804
0.92 -2.78342 -0.575543  -0.997211
0.93 -2.84872 -0.4744  -0.997399
0.94 -2.81661 -0.53486  -0.996039
0.95 -2.77544 -0.584558  -0.994065
0.96 -2.82077 -0.52771  -0.997289
0.97 -2.79413 -0.57712  -0.995902
0.98 -2.77053 -0.610879  -0.995382
0.99 -2.80429 -0.535147  -0.996422
