0.01 -5.50797 0.294058  -0.992499
0.02 -4.99256 0.55269  -0.986559
0.03 -4.31939 0.382842  -0.991546
0.04 -3.87337 0.25315  -0.994774
0.05 -3.61286 0.153758  -0.995135
0.06 -3.39121 0.0306106  -0.996608
0.07 -3.27304 -0.0534518  -0.99775
0.08 -3.24691 -0.0602258  -0.98589
0.09 -3.16435 -0.165858  -0.996859
0.1 -3.08916 -0.24977  -0.994941
0.11 -3.02415 -0.344408  -0.999042
0.12 -3.10745 -0.254102  -0.997476
0.13 -3.14285 -0.206776  -0.997309
0.14 -3.1427 -0.197476  -0.99568
0.15 -3.05812 -0.320547  -0.998706
0.16 -3.15547 -0.212724  -0.997649
0.17 -3.1239 -0.248777  -0.996323
0.18 -3.1172 -0.265037  -0.996101
0.19 -3.12273 -0.254336  -0.998323
0.2 -3.10537 -0.268313  -0.998506
0.21 -3.09319 -0.282622  -0.998251
0.22 -3.08265 -0.285949  -0.996663
0.23 -3.15127 -0.209798  -0.997001
0.24 -3.05566 -0.368261  -0.997775
0.25 -3.02446 -0.414872  -0.996316
0.26 -3.03628 -0.395269  -0.994601
0.27 -3.07459 -0.374146  -0.996001
0.28 -3.1467 -0.289409  -0.99619
0.29 -3.25194 -0.0834884  -0.990759
0.3 -3.1312 -0.222096  -0.996034
0.31 -3.1127 -0.251496  -0.99679
0.32 -3.1012 -0.277336  -0.99801
0.33 -3.10849 -0.276196  -0.998626
0.34 -3.15612 -0.217423  -0.996852
0.35 -3.16487 -0.189566  -0.997597
0.36 -3.14166 -0.223438  -0.996116
0.37 -3.10705 -0.265287  -0.997253
0.38 -3.10883 -0.264314  -0.998164
0.39 -3.11857 -0.255938  -0.998628
0.4 -3.11909 -0.241526  -0.997159
0.41 -3.11746 -0.241538  -0.99467
0.42 -3.09749 -0.284065  -0.996363
0.43 -3.07887 -0.302995  -0.994601
0.44 -3.13568 -0.22861  -0.994584
0.45 -3.12508 -0.241673  -0.996929
0.46 -3.08527 -0.279663  -0.997094
0.47 -3.09799 -0.289645  -0.997968
0.48 -3.21475 -0.139856  -0.995472
0.49 -3.10185 -0.277649  -0.997422
0.5 -3.10049 -0.272868  -0.998497
0.51 -3.09908 -0.274159  -0.996766
0.52 -3.17108 -0.188305  -0.998129
0.53 -3.12279 -0.236938  -0.998239
0.54 -3.11642 -0.268165  -0.996428
0.55 -3.10708 -0.272527  -0.997935
0.56 -3.06684 -0.31336  -0.998576
0.57 -3.12126 -0.237719  -0.995839
0.58 -3.11925 -0.239266  -0.996361
0.59 -3.13214 -0.19854  -0.993443
0.6 -3.08179 -0.283181  -0.997814
0.61 -3.11122 -0.244781  -0.992786
0.62 -3.09322 -0.292922  -0.998026
0.63 -3.18278 -0.184177  -0.99444
0.64 -3.10538 -0.270609  -0.996071
0.65 -3.13073 -0.237782  -0.997977
0.66 -3.12492 -0.237491  -0.997321
0.67 -3.12305 -0.244537  -0.995052
0.68 -3.09603 -0.26653  -0.998625
0.69 -3.13177 -0.223694  -0.994831
0.7 -3.1245 -0.246651  -0.994672
0.71 -3.12235 -0.248626  -0.995786
0.72 -3.18348 -0.164754  -0.988689
0.73 -3.16348 -0.19208  -0.998016
0.74 -3.12296 -0.226984  -0.998296
0.75 -3.08129 -0.279626  -0.995374
0.76 -3.09027 -0.266919  -0.995438
0.77 -3.10068 -0.24635  -0.997774
0.78 -3.1337 -0.232331  -0.995379
0.79 -3.13917 -0.240045  -0.997798
0.8 -3.13944 -0.236605  -0.998854
0.81 -3.11636 -0.25017  -0.998047
0.82 -3.08774 -0.286501  -0.997798
0.83 -3.12376 -0.253326  -0.997646
0.84 -3.12835 -0.229864  -0.997279
0.85 -3.06968 -0.31174  -0.995078
0.86 -3.05712 -0.321235  -0.995672
0.87 -3.15012 -0.220267  -0.994542
0.88 -3.11953 -0.250335  -0.997869
0.89 -3.15395 -0.211275  -0.995585
0.9 -3.11839 -0.281124  -0.997985
0.91 -3.18954 -0.175393  -0.997281
0.92 -3.12376 -0.254675  -0.997522
0.93 -3.1812 -0.175345  -0.993804
0.94 -3.123 -0.238683  -0.99508
0.95 -3.11734 -0.257843  -0.997914
0.96 -3.04922 -0.330331  -0.998852
0.97 -3.10585 -0.285713  -0.99766
0.98 -3.09722 -0.274339  -0.99858
0.99 -3.09897 -0.271003  -0.99819
