0.01 -5.1397 0.542815  -0.987725
0.02 -3.85311 0.279451  -0.991659
0.03 -3.2196 0.00974135  -0.996361
0.04 -2.83924 -0.271089  -0.994831
0.05 -2.59909 -0.653986  -0.995017
0.06 -2.67496 -0.664014  -0.994986
0.07 -2.69822 -0.696082  -0.99581
0.08 -2.78391 -0.596418  -0.995812
0.09 -2.70446 -0.71039  -0.994959
0.1 -2.76878 -0.594721  -0.992841
0.11 -2.69045 -0.703876  -0.996002
0.12 -2.76154 -0.616504  -0.994457
0.13 -2.6734 -0.740808  -0.994193
0.14 -2.67602 -0.737904  -0.99429
0.15 -2.68525 -0.729934  -0.992391
0.16 -2.72919 -0.687696  -0.994445
0.17 -2.67193 -0.747773  -0.994227
0.18 -2.72957 -0.662092  -0.987326
0.19 -2.74951 -0.65355  -0.995188
0.2 -2.77732 -0.617441  -0.992532
0.21 -2.743 -0.635976  -0.996307
0.22 -2.67138 -0.743613  -0.995429
0.23 -2.60362 -0.950367  -0.994316
0.24 -2.71466 -0.695894  -0.99601
0.25 -2.76288 -0.63585  -0.995436
0.26 -2.68871 -0.736445  -0.994622
0.27 -2.83663 -0.528732  -0.996321
0.28 -2.76928 -0.616366  -0.995133
0.29 -2.70046 -0.694235  -0.995287
0.3 -2.7323 -0.663732  -0.994849
0.31 -2.77315 -0.62844  -0.996127
0.32 -2.77055 -0.62282  -0.995745
0.33 -2.75997 -0.641456  -0.996885
0.34 -2.70505 -0.715735  -0.99507
0.35 -2.72456 -0.68742  -0.995777
0.36 -2.66677 -0.868453  -0.995977
0.37 -2.70608 -0.732139  -0.993316
0.38 -2.65617 -0.792859  -0.993069
0.39 -2.81558 -0.585138  -0.994847
0.4 -2.81635 -0.583892  -0.994471
0.41 -2.80786 -0.563728  -0.994184
0.42 -2.84659 -0.493999  -0.996109
0.43 -2.69188 -0.687033  -0.996092
0.44 -2.74443 -0.639661  -0.991056
0.45 -2.61731 -0.892382  -0.997788
0.46 -2.75534 -0.602486  -0.996237
0.47 -2.70764 -0.691179  -0.994424
0.48 -2.70911 -0.720251  -0.99537
0.49 -2.78375 -0.593191  -0.994784
0.5 -2.7002 -0.725425  -0.994613
0.51 -2.71602 -0.784914  -0.997175
0.52 -2.74943 -0.643001  -0.996297
0.53 -2.77679 -0.600871  -0.994926
0.54 -2.68061 -0.727689  -0.996345
0.55 -2.6337 -0.813207  -0.996011
0.56 -2.75842 -0.653202  -0.995763
0.57 -2.74744 -0.656797  -0.993975
0.58 -2.7076 -0.704515  -0.994341
0.59 -2.74559 -0.620353  -0.994516
0.6 -2.71366 -0.763955  -0.987539
0.61 -2.71174 -0.678331  -0.995457
0.62 -2.68774 -0.698578  -0.995066
0.63 -2.76513 -0.598087  -0.995057
0.64 -2.57805 -0.975385  -0.992497
0.65 -2.67295 -0.760542  -0.99443
0.66 -2.75035 -0.635095  -0.99305
0.67 -2.72511 -0.667487  -0.99453
0.68 -2.7011 -0.721786  -0.994685
0.69 -2.70496 -0.700994  -0.993608
0.7 -2.73799 -0.63518  -0.996275
0.71 -2.7163 -0.687263  -0.994314
0.72 -2.6952 -0.713334  -0.9939
0.73 -2.73656 -0.662693  -0.994619
0.74 -2.70383 -0.702634  -0.996525
0.75 -2.72438 -0.700751  -0.995848
0.76 -2.75138 -0.641799  -0.993687
0.77 -2.77138 -0.631769  -0.993638
0.78 -2.75423 -0.615852  -0.996867
0.79 -2.68461 -0.723618  -0.995309
0.8 -2.73317 -0.656622  -0.994887
0.81 -2.59937 -0.940843  -0.997618
0.82 -2.57378 -1.00061  -0.994796
0.83 -2.58019 -0.994802  -0.995318
0.84 -2.64705 -0.828847  -0.990336
0.85 -2.72024 -0.678869  -0.995848
0.86 -2.72086 -0.665586  -0.992335
0.87 -2.71607 -0.682403  -0.996989
0.88 -2.63746 -0.828068  -0.994607
0.89 -2.76928 -0.621957  -0.995737
0.9 -2.85046 -0.530241  -0.983714
0.91 -2.74221 -0.638716  -0.993766
0.92 -2.64775 -0.786903  -0.994886
0.93 -2.68581 -0.727558  -0.9956
0.94 -2.72814 -0.676982  -0.994353
0.95 -2.80775 -0.582806  -0.994067
0.96 -2.69603 -0.707231  -0.994498
0.97 -2.76888 -0.60358  -0.996612
0.98 -2.71725 -0.674461  -0.996635
0.99 -2.65281 -0.777531  -0.99408
