0.01 -5.64856 0.525536  -0.987333
0.02 -4.35441 0.284252  -0.994629
0.03 -3.9598 0.326788  -0.992621
0.04 -3.513 0.124636  -0.997235
0.05 -3.33132 0.0801681  -0.992754
0.06 -3.10111 -0.112387  -0.995262
0.07 -3.00152 -0.223512  -0.996158
0.08 -2.91483 -0.354391  -0.998047
0.09 -2.86976 -0.462252  -0.997907
0.1 -2.95051 -0.365205  -0.995457
0.11 -2.94947 -0.36285  -0.997258
0.12 -2.95509 -0.35223  -0.994247
0.13 -2.87836 -0.460794  -0.996797
0.14 -2.82994 -0.543868  -0.9974
0.15 -2.87842 -0.487591  -0.996779
0.16 -2.92258 -0.429045  -0.998418
0.17 -2.99372 -0.356854  -0.995625
0.18 -3.00215 -0.324466  -0.99604
0.19 -2.9888 -0.32738  -0.997413
0.2 -2.9247 -0.395631  -0.994978
0.21 -2.94238 -0.385437  -0.997629
0.22 -2.96163 -0.358262  -0.998072
0.23 -2.93382 -0.400301  -0.996827
0.24 -2.91804 -0.42314  -0.997635
0.25 -2.93296 -0.395056  -0.996686
0.26 -2.97294 -0.339054  -0.994767
0.27 -2.9198 -0.425866  -0.997541
0.28 -2.90129 -0.457768  -0.995274
0.29 -2.89258 -0.465274  -0.99705
0.3 -2.98968 -0.333479  -0.997255
0.31 -3.04646 -0.251935  -0.984495
0.32 -2.93696 -0.391566  -0.997823
0.33 -2.95373 -0.364085  -0.996765
0.34 -2.99281 -0.317135  -0.997157
0.35 -2.89924 -0.4454  -0.995637
0.36 -2.9823 -0.329203  -0.996371
0.37 -2.93052 -0.393807  -0.996842
0.38 -2.87778 -0.47698  -0.997689
0.39 -2.89544 -0.462801  -0.997163
0.4 -2.92643 -0.426097  -0.997906
0.41 -2.90406 -0.448448  -0.995937
0.42 -2.92377 -0.415973  -0.997334
0.43 -2.95845 -0.366808  -0.997098
0.44 -2.90451 -0.449689  -0.997714
0.45 -2.92749 -0.415359  -0.995964
0.46 -2.89944 -0.443525  -0.997703
0.47 -2.90101 -0.436007  -0.996751
0.48 -2.8821 -0.470238  -0.997388
0.49 -2.88895 -0.474668  -0.996813
0.5 -2.94614 -0.397902  -0.992029
0.51 -3.00216 -0.319519  -0.997798
0.52 -2.95943 -0.362759  -0.997436
0.53 -2.99108 -0.320372  -0.99322
0.54 -2.95522 -0.352621  -0.995554
0.55 -2.87188 -0.473938  -0.997877
0.56 -2.92911 -0.39423  -0.996632
0.57 -2.94907 -0.37033  -0.994262
0.58 -2.86509 -0.501444  -0.99708
0.59 -2.87976 -0.48099  -0.997498
0.6 -2.93646 -0.423425  -0.996166
0.61 -2.98161 -0.3634  -0.997777
0.62 -2.98509 -0.343714  -0.996414
0.63 -3.02205 -0.291353  -0.997
0.64 -2.93046 -0.394668  -0.997837
0.65 -2.94815 -0.373367  -0.997373
0.66 -3.00915 -0.293354  -0.992339
0.67 -2.97818 -0.325246  -0.996502
0.68 -2.95673 -0.351686  -0.996462
0.69 -2.93711 -0.381506  -0.996187
0.7 -2.91407 -0.42009  -0.996091
0.71 -2.88174 -0.481639  -0.99687
0.72 -2.90551 -0.462452  -0.996964
0.73 -2.98167 -0.345101  -0.992151
0.74 -2.93496 -0.39293  -0.997336
0.75 -2.95308 -0.37047  -0.997679
0.76 -2.87846 -0.472475  -0.996382
0.77 -2.87125 -0.496915  -0.997143
0.78 -2.99565 -0.340844  -0.99644
0.79 -2.94597 -0.385883  -0.99782
0.8 -2.93954 -0.393853  -0.998384
0.81 -2.87966 -0.480278  -0.997487
0.82 -2.91003 -0.450187  -0.997065
0.83 -2.95082 -0.387885  -0.99609
0.84 -2.94296 -0.372525  -0.998107
0.85 -2.92747 -0.386249  -0.997683
0.86 -2.86811 -0.463247  -0.997972
0.87 -2.90573 -0.433233  -0.996242
0.88 -2.89704 -0.460495  -0.997405
0.89 -2.9011 -0.449768  -0.998396
0.9 -2.91044 -0.441147  -0.997866
0.91 -2.96643 -0.352686  -0.997239
0.92 -2.91327 -0.419506  -0.997899
0.93 -2.94748 -0.386647  -0.995452
0.94 -2.94578 -0.36762  -0.99729
0.95 -2.90908 -0.434175  -0.997437
0.96 -2.93374 -0.416304  -0.995279
0.97 -2.99699 -0.31248  -0.995901
0.98 -2.90734 -0.433034  -0.996142
0.99 -2.8883 -0.480646  -0.994017
