0.01 -5.79984 0.605684  -0.983705
0.02 -4.45739 0.348282  -0.993554
0.03 -3.93667 0.287749  -0.993023
0.04 -3.59225 0.193064  -0.994589
0.05 -3.29341 0.0147472  -0.996017
0.06 -3.10733 -0.124643  -0.997672
0.07 -2.98386 -0.254083  -0.995599
0.08 -2.94261 -0.31637  -0.997266
0.09 -2.8834 -0.422271  -0.997867
0.1 -2.95513 -0.337394  -0.993859
0.11 -2.95902 -0.370309  -0.995172
0.12 -2.96925 -0.362419  -0.996699
0.13 -2.89632 -0.460746  -0.997902
0.14 -2.98132 -0.340776  -0.996124
0.15 -2.92162 -0.408884  -0.997118
0.16 -2.94452 -0.380129  -0.997719
0.17 -2.88731 -0.457287  -0.997502
0.18 -2.93866 -0.396674  -0.998481
0.19 -2.89683 -0.446497  -0.997942
0.2 -2.9655 -0.338489  -0.992452
0.21 -2.89766 -0.449073  -0.996212
0.22 -2.95672 -0.378953  -0.996232
0.23 -2.92109 -0.416525  -0.997927
0.24 -2.91971 -0.422572  -0.998032
0.25 -2.93172 -0.402852  -0.997849
0.26 -2.94269 -0.403347  -0.996718
0.27 -2.95758 -0.376687  -0.99553
0.28 -2.95877 -0.359106  -0.995981
0.29 -2.91604 -0.432103  -0.99702
0.3 -2.96792 -0.361855  -0.997884
0.31 -2.90214 -0.449292  -0.997719
0.32 -2.97707 -0.336189  -0.996727
0.33 -2.93454 -0.394236  -0.998045
0.34 -2.98699 -0.332477  -0.996986
0.35 -2.998 -0.317114  -0.995066
0.36 -2.98234 -0.342979  -0.99698
0.37 -2.94766 -0.389902  -0.996157
0.38 -2.97232 -0.357628  -0.998366
0.39 -2.95405 -0.370672  -0.997594
0.4 -2.89982 -0.424757  -0.99713
0.41 -2.8832 -0.443258  -0.996495
0.42 -2.90364 -0.414305  -0.99811
0.43 -2.89066 -0.442376  -0.995274
0.44 -2.89373 -0.467428  -0.997171
0.45 -2.96694 -0.372313  -0.994967
0.46 -2.95337 -0.383996  -0.993953
0.47 -2.9168 -0.451914  -0.997321
0.48 -2.91422 -0.438009  -0.997702
0.49 -2.96368 -0.369727  -0.996921
0.5 -2.92218 -0.433485  -0.996595
0.51 -2.95039 -0.378688  -0.996331
0.52 -2.90386 -0.439421  -0.997827
0.53 -2.94475 -0.389542  -0.996038
0.54 -2.99494 -0.317736  -0.995036
0.55 -2.96787 -0.354366  -0.997319
0.56 -2.95669 -0.361056  -0.997094
0.57 -2.90602 -0.426183  -0.997221
0.58 -2.88473 -0.465123  -0.997113
0.59 -2.89317 -0.44368  -0.997478
0.6 -2.91997 -0.43641  -0.996195
0.61 -2.91807 -0.431039  -0.998136
0.62 -2.97668 -0.362032  -0.998506
0.63 -2.91435 -0.433554  -0.996685
0.64 -2.90844 -0.443351  -0.994891
0.65 -2.96253 -0.358305  -0.995993
0.66 -2.9621 -0.366101  -0.99594
0.67 -2.9687 -0.356462  -0.996051
0.68 -2.93253 -0.401407  -0.998765
0.69 -2.98172 -0.323825  -0.997958
0.7 -2.96184 -0.341203  -0.997988
0.71 -2.90897 -0.414107  -0.997741
0.72 -2.95146 -0.358341  -0.995303
0.73 -2.98214 -0.31636  -0.993902
0.74 -2.98409 -0.340556  -0.99699
0.75 -2.95118 -0.363364  -0.996181
0.76 -2.95413 -0.368026  -0.996454
0.77 -2.93663 -0.401544  -0.997162
0.78 -2.95257 -0.369698  -0.99749
0.79 -2.97774 -0.342093  -0.994255
0.8 -2.98761 -0.33527  -0.997739
0.81 -2.95043 -0.381266  -0.997977
0.82 -2.92095 -0.397705  -0.996974
0.83 -2.94008 -0.371409  -0.993387
0.84 -2.88199 -0.451775  -0.995029
0.85 -2.93398 -0.384179  -0.997461
0.86 -2.98043 -0.341655  -0.991912
0.87 -2.9491 -0.362894  -0.996574
0.88 -2.95646 -0.362404  -0.99361
0.89 -2.86233 -0.487125  -0.997631
0.9 -2.8965 -0.461312  -0.995982
0.91 -2.97022 -0.334491  -0.994123
0.92 -2.94702 -0.359958  -0.995059
0.93 -2.98798 -0.331652  -0.994405
0.94 -2.89885 -0.449488  -0.998148
0.95 -2.92393 -0.410947  -0.992514
0.96 -2.95915 -0.38418  -0.996204
0.97 -2.95916 -0.352322  -0.997445
0.98 -2.94951 -0.365773  -0.99683
0.99 -2.90499 -0.425948  -0.99748
